class,difficulty,helpfulness,professor,date
COMM271,1,5,Stephen Olbrys,2019-11-04
COMM297FA,2,4,Stephen Olbrys,2019-05-08
COMM271,1,1,Stephen Olbrys,2019-05-01
COMM297,1,5,Stephen Olbrys,2019-04-05
COMM297,2,5,Stephen Olbrys,2018-12-01
297C,2,5,Stephen Olbrys,2017-10-25
COMM271,1,4,Stephen Olbrys,2017-01-22
COM297C,3,3,Stephen Olbrys,2016-03-07
COMM271,2,5,Stephen Olbrys,2015-11-02
COMM297C,2,4,Stephen Olbrys,2015-06-23
297,1,4,Stephen Olbrys,2015-05-13
COMM415,2,5,Stephen Olbrys,2014-11-18
COMM494PI,1,5,Stephen Olbrys,2013-03-11
COMM101,2,5,Stephen Olbrys,2012-09-12
COMM494,4,4,Stephen Olbrys,2012-05-13
COMM400,2,5,Stephen Olbrys,2009-01-17
COMM297Z,3,5,Stephen Olbrys,2008-01-29
COMMMANY,3,5,Stephen Olbrys,2007-12-20
COMM118,1,5,Stephen Olbrys,2007-04-18
COMM118,2,5,Stephen Olbrys,2007-02-01
COMM118,1,5,Stephen Olbrys,2006-11-20
COMM118,3,5,Stephen Olbrys,2006-08-18
297D,2,5,Stephen Olbrys,2006-08-13
COMM118,1,5,Stephen Olbrys,2006-05-15
COMM118,2,5,Stephen Olbrys,2006-05-09
COMM118,2,4,Stephen Olbrys,2006-04-27
COMM118,1,5,Stephen Olbrys,2006-04-20
COMM121,2,4,Stephen Olbrys,2006-03-02
COMM118,3,5,Stephen Olbrys,2006-02-01
COMM118,1,3,Stephen Olbrys,2006-01-05
COMM118,3,5,Stephen Olbrys,2006-01-03
COMM118,1,5,Stephen Olbrys,2005-12-23
COMM118,1,5,Stephen Olbrys,2005-12-18
COMM118,1,4,Stephen Olbrys,2005-12-15
COMM118,1,5,Stephen Olbrys,2005-12-14
COMM118,1,5,Stephen Olbrys,2005-12-14
118,1,5,Stephen Olbrys,2005-12-14
COMM118,1,5,Stephen Olbrys,2005-12-08
COMM297C,2,5,Stephen Olbrys,2005-12-02
COMM118,2,5,Stephen Olbrys,2005-11-29
COMM118,2,4,Stephen Olbrys,2005-11-09
COMM118,2,5,Stephen Olbrys,2005-11-07
DEMOCRACY,2,4,Stephen Olbrys,2005-09-28
HUMORASCOMM,1,4,Stephen Olbrys,2005-09-14
COMM121,1,5,Stephen Olbrys,2005-09-03
COMM,3,5,Stephen Olbrys,2005-09-01
COMM118,3,4,Stephen Olbrys,2005-08-30
118,3,4,Stephen Olbrys,2005-08-30
297V,1,5,Stephen Olbrys,2005-08-24
DEMOCRACY,1,5,Stephen Olbrys,2005-08-24
COMM118,2,4,Stephen Olbrys,2005-08-22
COMM118,1,5,Stephen Olbrys,2005-05-28
COMM497B,1,1,Stephen Olbrys,2005-05-18
COMM118,2,5,Stephen Olbrys,2005-05-16
COMM118,1,5,Stephen Olbrys,2005-04-08
COMM118,1,4,Stephen Olbrys,2005-04-07
118,1,5,Stephen Olbrys,2005-02-22
COMM297C,3,5,Stephen Olbrys,2005-01-27
297,1,1,Stephen Olbrys,2005-01-05
297V,1,5,Stephen Olbrys,2004-12-23
COMM297,2,5,Stephen Olbrys,2004-12-22
COMM297C,1,5,Stephen Olbrys,2004-12-17
COMM222,2,1,Stephen Olbrys,2004-12-05
297C,1,5,Stephen Olbrys,2004-12-02
297C,1,1,Stephen Olbrys,2004-11-27
COMM312,2,5,Stephen Olbrys,2004-11-25
297,1,5,Stephen Olbrys,2004-11-19
COM297C,1,5,Stephen Olbrys,2004-11-09
UNSPEAKABL,1,5,Stephen Olbrys,2004-10-27
COMM297D,3,5,Stephen Olbrys,2004-10-14
297,5,1,Stephen Olbrys,2004-09-16
297C,2,3,Stephen Olbrys,2004-04-27
297C,3,5,Stephen Olbrys,2004-04-26
COMM,2,5,Stephen Olbrys,2004-03-03
COMM297D,2,5,Stephen Olbrys,2003-04-22
297C,1,5,Stephen Olbrys,2003-04-20
COMM397C,3,5,Stephen Olbrys,2003-04-20
COMM297C,3,5,Stephen Olbrys,2003-02-27
COMM297C,1,5,Stephen Olbrys,2003-02-25
COMM49549,3,5,Stephen Olbrys,2003-02-07
397,1,5,Stephen Olbrys,2002-12-19
297C397,2,5,Stephen Olbrys,2002-12-18
COMM297C,1,5,Stephen Olbrys,2002-12-15
COM297C,1,5,Stephen Olbrys,2002-12-15
COMM297C,2,5,Stephen Olbrys,2002-12-14
COMM297C,3,5,Stephen Olbrys,2002-12-10
COMM297C,4,5,Stephen Olbrys,2002-11-12
NUTR130,4,3,Mokhtar Atallah,2010-02-03
NUTR130,3,1,Mokhtar Atallah,2007-06-17
NUTR130,5,1,Mokhtar Atallah,2007-04-30
NUTR130,5,1,Mokhtar Atallah,2007-01-29
NUTRI130,5,1,Mokhtar Atallah,2006-12-27
NUTR130,5,1,Mokhtar Atallah,2006-12-11
NUTRI130,4,2,Mokhtar Atallah,2006-11-30
NUTR110,5,1,Mokhtar Atallah,2006-11-29
NUTRN120,4,1,Mokhtar Atallah,2006-11-25
NUTR130,5,1,Mokhtar Atallah,2006-11-16
NUTR130,5,1,Mokhtar Atallah,2006-11-14
NUTR130,5,2,Mokhtar Atallah,2006-11-14
NURTI130,4,2,Mokhtar Atallah,2006-09-13
NUTRITION,4,1,Mokhtar Atallah,2006-07-30
NUTR130,5,1,Mokhtar Atallah,2006-05-15
NUTR,5,2,Mokhtar Atallah,2006-05-01
NUTRITION,5,1,Mokhtar Atallah,2006-04-30
NUTRITION130,5,1,Mokhtar Atallah,2006-04-28
NUTR130,3,1,Mokhtar Atallah,2006-04-11
NUTRITION130,5,1,Mokhtar Atallah,2006-03-31
NUTRITION130,5,1,Mokhtar Atallah,2006-02-06
NURTRITION130,5,1,Mokhtar Atallah,2006-01-24
130,5,1,Mokhtar Atallah,2006-01-03
NUTR130,3,2,Mokhtar Atallah,2005-12-30
NUTRITION,5,1,Mokhtar Atallah,2005-12-16
NUTRITION,5,1,Mokhtar Atallah,2005-12-14
NUTRITION130,4,1,Mokhtar Atallah,2005-12-09
NURT130,5,3,Mokhtar Atallah,2005-12-01
NUTRITION,5,1,Mokhtar Atallah,2005-11-30
NUTRITION,5,1,Mokhtar Atallah,2005-11-29
NUTR130,5,1,Mokhtar Atallah,2005-11-29
NUTRITION130,5,1,Mokhtar Atallah,2005-11-28
NUTRITION130,5,1,Mokhtar Atallah,2005-11-17
NUTRITION,4,4,Mokhtar Atallah,2005-09-19
NUTRITION130,5,1,Mokhtar Atallah,2005-09-05
NUTRITION,5,1,Mokhtar Atallah,2005-09-01
NUTRITION130,4,5,Mokhtar Atallah,2005-09-01
NUTRITION13,4,5,Mokhtar Atallah,2005-09-01
NUTRITION,5,1,Mokhtar Atallah,2005-08-27
NUTRITION130,5,2,Mokhtar Atallah,2005-08-23
NUTRITION130,2,4,Mokhtar Atallah,2005-08-16
NUTRN130,5,3,Mokhtar Atallah,2005-05-19
NUTRITION,5,1,Mokhtar Atallah,2005-05-10
NUT130,5,1,Mokhtar Atallah,2005-05-01
NUTRITION130,5,1,Mokhtar Atallah,2005-04-28
NUTRITION,5,1,Mokhtar Atallah,2005-04-26
NUT130,4,2,Mokhtar Atallah,2005-04-24
NUTR130,4,1,Mokhtar Atallah,2005-04-10
NUTRITION130,5,1,Mokhtar Atallah,2005-04-06
NUTRITION130,5,1,Mokhtar Atallah,2005-02-18
130,3,2,Mokhtar Atallah,2005-02-17
NUT130,5,1,Mokhtar Atallah,2005-02-07
NUT130,4,2,Mokhtar Atallah,2005-01-19
NUTRITION131,4,2,Mokhtar Atallah,2005-01-10
NUTR130,5,2,Mokhtar Atallah,2005-01-05
NUTRITION130,5,1,Mokhtar Atallah,2005-01-04
NUTR130,5,1,Mokhtar Atallah,2004-12-30
NUTRITION,5,1,Mokhtar Atallah,2004-12-16
NUTR,3,3,Mokhtar Atallah,2004-12-15
NUTR130,5,1,Mokhtar Atallah,2004-12-13
NUTR130,5,1,Mokhtar Atallah,2004-12-02
NUTRITION130,5,1,Mokhtar Atallah,2004-12-02
NUT130,5,1,Mokhtar Atallah,2004-12-01
NUTRITION,5,1,Mokhtar Atallah,2004-11-29
NUTRITION130,2,1,Mokhtar Atallah,2004-11-17
NUTRITION130,5,1,Mokhtar Atallah,2004-11-12
NUTR130,4,2,Mokhtar Atallah,2004-10-24
130,5,1,Mokhtar Atallah,2004-07-19
NUT130,2,4,Mokhtar Atallah,2004-05-30
NUTR130,5,1,Mokhtar Atallah,2004-05-12
NUTR130,4,2,Mokhtar Atallah,2004-05-04
NUTR130,3,4,Mokhtar Atallah,2004-04-14
NUTRITION,4,1,Mokhtar Atallah,2004-03-29
NUTR130,3,2,Mokhtar Atallah,2004-02-11
NUT130,4,2,Mokhtar Atallah,2003-12-07
NUTR130,4,2,Mokhtar Atallah,2003-12-04
NUTR130,4,1,Mokhtar Atallah,2003-12-01
NUTR130,5,3,Mokhtar Atallah,2003-11-25
NUTR130,4,2,Mokhtar Atallah,2003-07-28
NUTRI130,3,2,Mokhtar Atallah,2003-04-22
NUTR130,5,1,Mokhtar Atallah,2003-04-22
NUTR130,3,2,Mokhtar Atallah,2003-04-21
NUTR130,5,1,Mokhtar Atallah,2003-04-21
NUTR130,4,4,Mokhtar Atallah,2003-04-21
NUTR105,3,2,Mokhtar Atallah,2003-04-21
NUTR130,3,5,Mokhtar Atallah,2003-04-18
HUT160,3,2,Mokhtar Atallah,2003-04-17
NUTR130,3,3,Mokhtar Atallah,2003-04-16
NUT130,3,3,Mokhtar Atallah,2003-02-04
NUTR130,5,5,Mokhtar Atallah,2003-01-19
NUTR130,4,1,Mokhtar Atallah,2003-01-08
NUTR130,3,3,Mokhtar Atallah,2002-12-14
NUTR130,4,4,Mokhtar Atallah,2002-12-12
NUTR130,3,2,Mokhtar Atallah,2002-12-11
NUT130,4,3,Mokhtar Atallah,2002-12-10
PSY1100,3,4,Linda Isbell,2021-11-12
PSYC360,2,5,Linda Isbell,2018-04-03
PSYCH360,3,5,Linda Isbell,2018-01-09
FFYS197PSY13,1,5,Linda Isbell,2018-01-05
PSYCH360,5,2,Linda Isbell,2017-12-18
PSYCH360,3,5,Linda Isbell,2017-11-21
PSYCH360,4,3,Linda Isbell,2017-11-02
PSYCH360,3,5,Linda Isbell,2017-04-13
PSYCH360,2,5,Linda Isbell,2017-01-15
PSY360,2,5,Linda Isbell,2017-01-03
PSY360,2,5,Linda Isbell,2016-12-21
PSYCH360,3,5,Linda Isbell,2016-11-15
PSYCH360,3,5,Linda Isbell,2016-11-07
FFYS197,1,5,Linda Isbell,2015-12-16
PSYCH360,2,5,Linda Isbell,2015-11-19
PSYCH360,2,5,Linda Isbell,2015-10-01
360SOCIAL,3,4,Linda Isbell,2015-05-26
PSYCH360,2,3,Linda Isbell,2015-03-10
PSYCH360,2,4,Linda Isbell,2014-11-14
PSYCH360,2,5,Linda Isbell,2014-05-28
PSYCH360,2,5,Linda Isbell,2014-05-05
PSYCH360,2,5,Linda Isbell,2014-04-01
PSYCH360,1,5,Linda Isbell,2013-04-07
PSYCH360,3,5,Linda Isbell,2013-01-18
PSYCH360,1,5,Linda Isbell,2012-12-20
PSYCH360,2,5,Linda Isbell,2012-11-24
PSYCH360,1,5,Linda Isbell,2012-11-17
PSYCH360,1,5,Linda Isbell,2012-11-02
PSYCH360,1,5,Linda Isbell,2012-02-01
PSYCH360,2,3,Linda Isbell,2012-01-04
PSYCH360,2,5,Linda Isbell,2011-12-14
PSYCH360,1,5,Linda Isbell,2011-12-13
PSYCH360,3,3,Linda Isbell,2011-12-10
PSYCH360,2,5,Linda Isbell,2011-11-29
PSYCH360,1,5,Linda Isbell,2011-09-28
PSYCH360,1,5,Linda Isbell,2011-03-07
PSYCH360,2,5,Linda Isbell,2011-01-19
PSYCH360,2,5,Linda Isbell,2010-12-16
PSYCH360,3,4,Linda Isbell,2010-11-30
PSYCH360,2,4,Linda Isbell,2010-05-14
PSYCH360,2,5,Linda Isbell,2010-05-09
PSYCH360,1,5,Linda Isbell,2010-04-13
PSYCH360,2,5,Linda Isbell,2010-02-22
PSYCH360,1,5,Linda Isbell,2009-12-23
PSYCH360,2,5,Linda Isbell,2009-12-13
PSYCH360,3,4,Linda Isbell,2009-12-10
PSYCH360,3,5,Linda Isbell,2009-08-21
PSYCH360,3,5,Linda Isbell,2009-06-19
PSYCH360,1,5,Linda Isbell,2009-05-02
PSYCH360,4,2,Linda Isbell,2008-01-31
PSYCH360,3,5,Linda Isbell,2007-12-11
PSYCH360,2,5,Linda Isbell,2007-11-19
PSYCH360,2,5,Linda Isbell,2007-11-15
PSYC360,1,5,Linda Isbell,2007-11-11
PSYCH360,2,5,Linda Isbell,2007-05-01
PSYCH360,3,4,Linda Isbell,2007-01-09
PSYCH360,2,5,Linda Isbell,2007-01-09
PSYCH360,3,5,Linda Isbell,2006-12-26
PSYCHSECT,4,5,Linda Isbell,2006-12-20
PSYCH360,4,4,Linda Isbell,2006-12-05
PSYCH360,2,4,Linda Isbell,2006-11-28
PSYCH360,1,5,Linda Isbell,2006-11-28
PSYCH360,3,5,Linda Isbell,2006-11-25
PSYCH360,2,5,Linda Isbell,2006-11-18
PSYCH360,2,5,Linda Isbell,2006-10-24
PSYCH360,1,5,Linda Isbell,2006-09-08
SOCIALPSYCH,2,4,Linda Isbell,2006-06-01
SOCIALPSYCH,1,5,Linda Isbell,2006-05-23
PSYCH360,2,5,Linda Isbell,2006-04-18
SOCIALPSYCH360,3,5,Linda Isbell,2006-04-09
PSYCH360,2,5,Linda Isbell,2005-10-13
POLITICAL,3,5,Linda Isbell,2005-09-08
SOCIALPSYCH,2,5,Linda Isbell,2004-12-13
PSY360,2,5,Linda Isbell,2004-11-30
PSYCH360,2,5,Linda Isbell,2004-04-15
SOCIALPSY,2,5,Linda Isbell,2003-12-16
PSYCH360,2,5,Linda Isbell,2003-12-04
PSY320,2,4,Linda Isbell,2003-11-17
PSYCH360,3,5,Linda Isbell,2003-10-23
PSYCH,2,5,Linda Isbell,2003-09-09
PSY360,1,4,Linda Isbell,2003-04-22
PSYCH360,4,4,Linda Isbell,2003-04-21
PSY350,3,5,Linda Isbell,2003-04-19
SOCPSYCH,1,5,Linda Isbell,2003-04-18
PSYCH360,2,4,Linda Isbell,2003-04-14
PSYCH360,4,5,Linda Isbell,2003-03-01
PSYC360,3,5,Linda Isbell,2002-12-16
360,2,5,Linda Isbell,2002-12-15
360,3,5,Linda Isbell,2002-12-13
SOCIALPYS,3,5,Linda Isbell,2002-12-11
360,3,5,Linda Isbell,2002-12-10
PSY360,2,4,Linda Isbell,2002-11-16
100,5,1,Gary Kamen,2015-03-10
KIN100,4,3,Gary Kamen,2015-02-19
KIN100,3,4,Gary Kamen,2015-01-28
KIN100,3,1,Gary Kamen,2014-12-15
KIN100,4,3,Gary Kamen,2014-11-29
100,3,5,Gary Kamen,2014-11-23
100,4,3,Gary Kamen,2014-11-05
KIN100,2,2,Gary Kamen,2014-05-19
KIN100,4,3,Gary Kamen,2013-12-13
KIN100,4,2,Gary Kamen,2013-12-12
KIN100,5,2,Gary Kamen,2013-12-09
KIN100,3,3,Gary Kamen,2013-12-08
KIN100,3,4,Gary Kamen,2013-11-14
KIN100,3,3,Gary Kamen,2013-10-16
KIN110,4,2,Gary Kamen,2013-09-05
KIN100,4,2,Gary Kamen,2013-04-06
KIN100,2,4,Gary Kamen,2013-03-25
KIN100,2,3,Gary Kamen,2013-01-23
KIN100,3,4,Gary Kamen,2012-12-04
KIN100,3,1,Gary Kamen,2012-12-03
KIN100,2,4,Gary Kamen,2012-11-20
KIN100,3,4,Gary Kamen,2012-11-15
KIN100,3,4,Gary Kamen,2012-11-14
KIN100,3,1,Gary Kamen,2012-05-08
KIN100,3,2,Gary Kamen,2012-01-15
KIN100,4,3,Gary Kamen,2011-12-14
KIN100,4,3,Gary Kamen,2011-12-12
KIN100,4,4,Gary Kamen,2011-12-07
KIN100,4,3,Gary Kamen,2011-12-04
KIN100,2,3,Gary Kamen,2011-11-17
KIN100,3,5,Gary Kamen,2011-05-04
KIN100,3,2,Gary Kamen,2011-04-12
KIN100,2,5,Gary Kamen,2011-02-02
KIN100,2,3,Gary Kamen,2011-01-04
KIN100,3,3,Gary Kamen,2010-11-21
KIN100,4,3,Gary Kamen,2010-06-19
KIN100,2,5,Gary Kamen,2010-05-30
KIN100,3,3,Gary Kamen,2010-04-26
KIN110,3,4,Gary Kamen,2010-01-20
KIN100,3,4,Gary Kamen,2010-01-20
KIN100,4,1,Gary Kamen,2010-01-06
KIN100,3,4,Gary Kamen,2009-12-16
KIN100,2,3,Gary Kamen,2009-07-15
KIN100,2,3,Gary Kamen,2009-05-18
KINS100,4,4,Gary Kamen,2009-01-14
KIN100,3,2,Gary Kamen,2009-01-09
KIN100,4,1,Gary Kamen,2008-05-23
KIN100,4,3,Gary Kamen,2008-05-12
KIN100,3,3,Gary Kamen,2008-05-08
KIN100,3,4,Gary Kamen,2008-04-29
KIN100,4,4,Gary Kamen,2008-01-14
KIN100,3,2,Gary Kamen,2008-01-14
KIN100,4,3,Gary Kamen,2007-11-27
KIN100,2,4,Gary Kamen,2007-06-17
KIN100,1,5,Gary Kamen,2007-04-10
KIN100,2,3,Gary Kamen,2007-01-04
KIN100,5,1,Gary Kamen,2006-12-20
KIN100,3,4,Gary Kamen,2006-12-01
KIN100,3,1,Gary Kamen,2006-11-28
KIN100,2,3,Gary Kamen,2006-11-27
KIN100,1,3,Gary Kamen,2006-11-24
KIN100,4,4,Gary Kamen,2006-08-31
EXER,4,3,Gary Kamen,2006-06-11
EXERCISE100,2,4,Gary Kamen,2006-05-10
EXSCI100,2,4,Gary Kamen,2006-04-12
EXSCI100,2,4,Gary Kamen,2006-01-30
EXSCI100,4,1,Gary Kamen,2005-12-08
EXSCI100,2,4,Gary Kamen,2005-11-29
EXSCI100,3,2,Gary Kamen,2005-11-02
EXCSCI,3,3,Gary Kamen,2005-10-02
EXERCISESCI,5,2,Gary Kamen,2005-09-19
EXERCISESCIENC,1,5,Gary Kamen,2005-09-19
EXSCI1,5,1,Gary Kamen,2005-09-14
EXERSCI100,4,4,Gary Kamen,2005-05-08
EXCSCI100,3,4,Gary Kamen,2005-04-13
ES100,3,1,Gary Kamen,2005-02-02
EXSCI100,1,4,Gary Kamen,2005-01-18
EXSCI100,1,3,Gary Kamen,2005-01-03
EXSCI100,2,1,Gary Kamen,2004-11-27
EXSCI100,2,4,Gary Kamen,2004-11-18
EXER100,2,4,Gary Kamen,2004-10-04
EXSCIE130,1,3,Gary Kamen,2003-05-10
EXERSCI13,2,3,Gary Kamen,2003-04-27
EXSCI130,4,3,Gary Kamen,2003-04-22
EXSCI130,5,1,Gary Kamen,2003-04-22
130,3,3,Gary Kamen,2003-04-20
EXC130,5,3,Gary Kamen,2003-04-20
EXSCI130,4,2,Gary Kamen,2003-04-17
EXSCIENC,3,4,Gary Kamen,2003-04-17
EXCSCI130,1,3,Gary Kamen,2002-12-15
130,4,4,Gary Kamen,2002-12-12
CALC132,4,5,Erica Farelli,2023-09-01
MATH132,3,5,Erica Farelli,2022-12-14
CALC132,4,5,Erica Farelli,2020-07-08
MATH132,3,5,Erica Farelli,2019-11-13
CALC132,4,5,Erica Farelli,2019-05-13
MATH132,4,5,Erica Farelli,2019-04-24
MATH128,4,5,Erica Farelli,2019-04-17
MATH128,4,5,Erica Farelli,2019-04-11
MATH128,2,5,Erica Farelli,2018-12-21
MATH128,5,4,Erica Farelli,2018-12-20
MATH132,4,5,Erica Farelli,2018-05-14
MATH132,4,5,Erica Farelli,2018-05-09
MATH128,4,5,Erica Farelli,2018-05-08
MATH132,3,5,Erica Farelli,2018-03-29
MATH128,3,5,Erica Farelli,2018-03-23
MATH128,4,2,Erica Farelli,2018-02-10
MATH128,4,5,Erica Farelli,2018-01-19
MATH128,3,5,Erica Farelli,2017-12-19
MATH132,1,5,Erica Farelli,2017-12-13
CALCULUS132,3,5,Erica Farelli,2017-12-03
CALC132,3,4,Erica Farelli,2017-10-18
CALC132,3,5,Erica Farelli,2017-10-02
MATH132,3,5,Erica Farelli,2017-05-09
MATH233,3,5,Erica Farelli,2017-04-26
MATH233,2,5,Erica Farelli,2017-03-18
MATH132,2,5,Erica Farelli,2017-01-31
MATH128,5,3,Erica Farelli,2017-01-07
MATH128,3,1,Erica Farelli,2016-12-28
MATH104,2,5,Erica Farelli,2016-08-22
MATH128,2,5,Erica Farelli,2016-07-19
MATH128,3,5,Erica Farelli,2016-06-06
MATH128,2,4,Erica Farelli,2016-05-11
MATH128,3,5,Erica Farelli,2016-05-09
CALC132,2,5,Erica Farelli,2016-05-03
CALC132,1,5,Erica Farelli,2016-04-20
CALC132,2,5,Erica Farelli,2016-04-10
MATH132,2,5,Erica Farelli,2016-03-22
MATH128,3,5,Erica Farelli,2016-01-20
MATH128,5,1,Erica Farelli,2015-12-17
MATH128,4,1,Erica Farelli,2015-12-17
MATH128,4,1,Erica Farelli,2015-12-15
MATH104,1,5,Erica Farelli,2015-12-13
MATH128,2,5,Erica Farelli,2015-11-19
MATH104,3,2,Erica Farelli,2015-11-16
MATH104,2,5,Erica Farelli,2015-11-09
MATH128,3,4,Erica Farelli,2015-11-04
MATH132,2,4,Erica Farelli,2015-07-19
MATH132,3,4,Erica Farelli,2015-07-07
MATH128,3,4,Erica Farelli,2015-05-11
MATH128,3,4,Erica Farelli,2015-04-28
132,3,5,Erica Farelli,2015-03-26
MATH132,3,3,Erica Farelli,2015-03-10
104,2,4,Erica Farelli,2015-01-30
MATH104,2,3,Erica Farelli,2015-01-05
MATH132,3,4,Erica Farelli,2014-12-25
132,1,5,Erica Farelli,2014-12-18
MATH104,3,4,Erica Farelli,2014-12-15
MATH127,2,4,Erica Farelli,2014-12-03
MATH13203,3,4,Erica Farelli,2014-12-03
MATH104,1,4,Erica Farelli,2014-11-21
MATH127,3,5,Erica Farelli,2014-05-16
MATH127,4,5,Erica Farelli,2014-05-15
MATH132,1,5,Erica Farelli,2014-05-14
MATH132,1,5,Erica Farelli,2014-04-25
MATH127,1,5,Erica Farelli,2014-04-14
MATH127,3,5,Erica Farelli,2014-04-07
MATH132,3,5,Erica Farelli,2014-04-03
MTH127,5,2,Erica Farelli,2014-03-07
MATH132,1,5,Erica Farelli,2014-02-05
CALC132,1,5,Erica Farelli,2014-01-24
MATH104,2,5,Erica Farelli,2014-01-21
MATH104,1,5,Erica Farelli,2013-12-13
MATH104,1,5,Erica Farelli,2013-12-11
MATH104,2,5,Erica Farelli,2013-12-11
MATH104,2,5,Erica Farelli,2013-11-24
MATH233,2,5,Erica Farelli,2013-11-18
MATH132,1,5,Erica Farelli,2013-11-18
MATH104,3,5,Erica Farelli,2013-11-14
MATH132,2,5,Erica Farelli,2013-11-07
CALCULUS132,2,5,Erica Farelli,2013-10-31
132,2,5,Erica Farelli,2013-05-08
MATH132,2,5,Erica Farelli,2013-04-22
MATH132,4,5,Erica Farelli,2013-04-14
MATH127,4,4,Erica Farelli,2013-04-10
MATH132,3,5,Erica Farelli,2013-04-09
MATH132,1,5,Erica Farelli,2013-03-25
CALC132,3,5,Erica Farelli,2013-01-29
MATH132,3,5,Erica Farelli,2012-12-13
CALC152,3,5,Erica Farelli,2012-11-26
COMPSCI426,3,5,Tim Richards,2024-11-09
CS326,2,5,Tim Richards,2024-08-20
COMPSCI426,3,5,Tim Richards,2024-06-21
CS326,3,5,Tim Richards,2024-06-14
CMPSCI377,1,5,Tim Richards,2024-05-20
CMPSCI326,1,5,Tim Richards,2024-05-20
CMPSCI326,3,5,Tim Richards,2024-05-10
CMPSCI187,3,5,Tim Richards,2024-05-02
CMPSCI377,3,5,Tim Richards,2024-04-15
COMPSCI426,3,5,Tim Richards,2024-02-11
CMPSCI326,3,5,Tim Richards,2024-02-06
CS426,3,5,Tim Richards,2024-01-29
COMPSCI426,3,5,Tim Richards,2024-01-27
CS230,3,5,Tim Richards,2024-01-14
COMPSCI426,3,5,Tim Richards,2024-01-09
COMPSCI426,3,5,Tim Richards,2024-01-09
COMPSCI426,3,5,Tim Richards,2024-01-09
COMPSCI377,3,5,Tim Richards,2024-01-05
COMPSCI426,3,5,Tim Richards,2024-01-02
COMPSCI426,3,5,Tim Richards,2023-12-30
CS426,4,5,Tim Richards,2023-12-22
COMPSCI426,4,5,Tim Richards,2023-12-22
COMPSCI426,3,5,Tim Richards,2023-12-22
CS426,4,5,Tim Richards,2023-12-17
CS426,4,5,Tim Richards,2023-12-15
CS426,3,5,Tim Richards,2023-11-25
CS497S,2,5,Tim Richards,2023-08-23
CMPSCI326,3,5,Tim Richards,2023-06-13
CMPSCI377,3,5,Tim Richards,2023-02-03
CMPSCI377,3,5,Tim Richards,2023-01-31
COMPSCI377,3,3,Tim Richards,2022-12-28
COMPSCI198C,1,5,Tim Richards,2022-12-26
CS326,1,5,Tim Richards,2022-05-18
CS326,1,5,Tim Richards,2022-05-15
COMPSCI377,2,5,Tim Richards,2022-05-06
INFO190S,2,5,Tim Richards,2022-05-04
COMPSCI377,3,5,Tim Richards,2022-04-03
COMPSCI230,3,5,Tim Richards,2022-03-22
CMPSCI230,4,5,Tim Richards,2022-03-19
CS377,4,5,Tim Richards,2022-03-14
CS230,4,5,Tim Richards,2022-02-24
CMPSCI230,2,5,Tim Richards,2021-11-15
COMPSCI230,4,2,Tim Richards,2021-07-21
CMPSCI230,3,5,Tim Richards,2021-05-24
CS497S,2,5,Tim Richards,2021-05-13
CS230,3,5,Tim Richards,2021-05-07
CMPSCI230,2,5,Tim Richards,2021-05-05
CS230,4,5,Tim Richards,2021-05-04
CS230,3,5,Tim Richards,2021-04-11
CS326,4,5,Tim Richards,2019-12-09
CS230,3,5,Tim Richards,2019-05-03
CMPSCI377,3,5,Tim Richards,2019-05-03
CS230,3,5,Tim Richards,2019-04-05
CS377,3,3,Tim Richards,2018-10-16
COMPSCI377,3,4,Tim Richards,2018-06-24
CS326,2,4,Tim Richards,2018-05-21
COMPSCI230,3,5,Tim Richards,2018-04-19
CS377,4,3,Tim Richards,2018-04-12
COMSPCI377,3,3,Tim Richards,2018-01-19
CS377,4,5,Tim Richards,2017-12-15
CS377,3,1,Tim Richards,2017-11-01
CMPSCI326,4,5,Tim Richards,2017-07-12
CMPSCI230,3,2,Tim Richards,2017-05-29
CMPSCI230,4,5,Tim Richards,2017-05-15
CMPSCI230,4,5,Tim Richards,2017-04-10
CS326,3,5,Tim Richards,2017-01-20
CS187,4,4,Tim Richards,2016-12-22
CS230,5,5,Tim Richards,2016-12-18
CS230,2,5,Tim Richards,2016-12-17
CS230,3,4,Tim Richards,2016-12-16
CS230,4,4,Tim Richards,2016-12-11
CMPSCI187,4,5,Tim Richards,2016-07-11
CS326,4,4,Tim Richards,2016-05-03
CS220,3,2,Tim Richards,2015-12-30
CS230,3,5,Tim Richards,2015-03-27
CMPSCI230,4,4,Tim Richards,2014-12-26
COMPSCI326,4,4,Tim Richards,2014-11-20
CS230,3,4,Tim Richards,2014-11-17
CS187,3,2,Tim Richards,2014-09-04
CS326,1,5,Tim Richards,2014-05-02
CS230,3,5,Tim Richards,2013-04-03
CS230,3,4,Tim Richards,2013-03-21
CS230,3,5,Tim Richards,2012-12-23
CS250,4,5,Tim Richards,2012-11-18
CSCI230,3,5,Tim Richards,2012-03-27
CS230,4,4,Tim Richards,2012-01-31
PSY380,3,1,Christopher Overtree,2021-05-18
PSYCH380,3,3,Christopher Overtree,2015-11-12
380,5,1,Christopher Overtree,2015-07-28
PSYCH380,3,5,Christopher Overtree,2015-03-23
PSYCH380,4,4,Christopher Overtree,2014-05-30
PSYCH380,2,4,Christopher Overtree,2014-04-24
PSYCH380,4,2,Christopher Overtree,2013-05-31
PSY380,4,2,Christopher Overtree,2013-04-09
